x,y,z
65.0141,23.6044,-1498.0
72.9212,16.8641,-1498.0
56.7387,16.6299,-1498.0
75.027,17.9867,-1498.0
143.185,32.0589,-1502.0
156.35,35.0524,-1502.0
125.398,25.8722,-1502.0
153.261,39.1029,-1502.0
126.17399999999999,32.1542,-1502.0
160.704,30.7861,-1502.0
118.304,30.726999999999997,-1502.0
103.226,20.76,-1502.0
111.88799999999999,30.2452,-1502.0
108.286,31.5553,-1502.0
147.44899999999998,38.7631,-1502.0
119.8,20.1896,-1502.0
152.58100000000002,37.8643,-1502.0
65.1686,23.6654,-1502.0
61.7652,19.6038,-1502.0
67.0109,20.3154,-1502.0
80.3037,25.1179,-1502.0
63.363,22.2139,-1502.0
62.7798,19.2122,-1502.0
50.5316,13.6518,-1502.0
85.7204,31.5287,-1502.0
55.3199,20.1966,-1502.0
90.2865,38.9403,-1502.0
53.9432,15.7046,-1502.0
92.1225,36.0748,-1502.0
90.8853,38.3765,-1502.0
85.78299999999999,30.8511,-1502.0
57.2388,20.7054,-1502.0
81.2752,28.0639,-1502.0
56.4313,28.2183,-1502.0
56.8745,16.7121,-1502.0
52.0341,18.5496,-1502.0
63.6053,29.5663,-1502.0
86.3821,44.1421,-1502.0
32.0645,14.0663,-1502.0
79.7819,27.5536,-1502.0
113.171,42.9673,-1498.0
125.096,49.6534,-1498.0
101.165,36.4119,-1498.0
105.12200000000001,30.5137,-1498.0
168.253,50.8294,-1498.0
108.00399999999999,31.4797,-1498.0
112.54899999999999,46.2393,-1498.0
148.696,47.7548,-1498.0
111.594,30.1515,-1498.0
140.711,48.7701,-1498.0
125.43299999999999,49.7817,-1502.0
113.49,43.0327,-1502.0
159.785,68.885,-1502.0
155.894,60.5318,-1502.0
112.87100000000001,46.3121,-1502.0
152.61,75.5552,-1502.0
101.43299999999999,36.4564,-1502.0
49.0688,36.6079,-1497.5
31.6902,13.9384,-1497.5
49.4279,39.4669,-1497.5
63.4169,29.45,-1497.5
56.277,28.1826,-1497.5
64.1426,47.4285,-1497.5
70.461,52.2973,-1497.5
64.4744,41.1813,-1497.5
59.9236,40.2104,-1497.5
65.6001,47.6339,-1497.5
61.2006,40.172,-1497.5
71.2022,38.3844,-1497.5
56.9052,36.3082,-1497.5
53.4941,38.9679,-1497.5
55.6989,36.39,-1497.5
50.0787,34.5293,-1497.5
43.0148,29.2622,-1497.5
45.2194,32.5484,-1497.5
76.5524,42.2494,-1497.5
55.6503,39.4096,-1497.5
76.391,49.1874,-1497.5
86.1628,43.9751,-1497.5
52.2337,34.6184,-1497.5
75.8895,48.8215,-1497.5
129.224,78.0726,-1498.0
152.234,75.3217,-1498.0
153.064,86.8299,-1498.0
90.5395,54.1217,-1498.0
143.92700000000002,85.8615,-1498.0
94.6472,51.3732,-1498.0
151.22,82.3692,-1498.0
137.256,71.7295,-1498.0
115.193,83.0002,-1502.0
136.47,91.4541,-1502.0
96.20100000000001,75.8689,-1502.0
98.8495,76.0468,-1502.0
65.8484,56.0097,-1502.5
68.3371,56.8201,-1502.5
39.4832,39.9356,-1502.5
68.0521,61.3111,-1502.5
49.2225,36.681,-1502.5
38.5475,40.056999999999995,-1502.5
49.5641,39.6029,-1502.5
52.4228,34.7457,-1502.5
60.1068,40.3222,-1502.5
53.6696,39.0983,-1502.5
29.4989,23.5042,-1502.5
45.3417,32.6432,-1502.5
41.9593,42.8395,-1502.5
55.8011,39.538000000000004,-1502.5
53.5441,46.6844,-1502.5
60.426,56.9019,-1502.5
64.3999,54.1151,-1502.5
70.7004,52.4605,-1502.5
73.3389,56.1605,-1502.5
69.5343,66.8511,-1502.5
48.6762,48.3132,-1502.5
52.8699,42.6236,-1502.5
42.3568,41.0749,-1502.5
64.3736,47.5829,-1502.5
44.5819,44.6191,-1502.5
63.49100000000001,51.2346,-1502.5
43.1747,29.3773,-1502.5
70.6793,58.7548,-1502.5
49.5823,47.772,-1502.5
42.9864,38.2591,-1502.5
40.8446,36.9558,-1502.5
95.8994,75.7019,-1498.0
88.9763,76.9071,-1498.0
79.7556,70.2252,-1498.0
98.5982,75.7982,-1498.0
109.194,95.9054,-1498.0
49.4173,47.6593,-1498.0
40.7362,36.8021,-1498.0
46.9068,61.1954,-1498.0
37.8424,47.0409,-1498.0
44.4593,44.4718,-1498.0
42.8028,38.144,-1498.0
52.6972,62.8168,-1498.0
56.6382,75.2839,-1498.0
55.1681,68.7124,-1498.0
38.4312,39.9544,-1498.0
44.8821,65.2918,-1498.0
42.2609,40.974,-1498.0
41.8402,42.7141,-1498.0
35.8116,43.8932,-1498.0
39.3683,39.8198,-1498.0
32.4931,47.5527,-1498.0
39.3278,58.8656,-1498.0
46.6114,53.4586,-1498.0
56.0084,73.4687,-1498.0
59.8126,67.6834,-1498.0
61.6321,71.2766,-1498.0
40.556999999999995,51.528,-1498.0
48.5473,48.1804,-1498.0
79.9804,70.3991,-1502.0
114.257,109.626,-1502.0
71.5894,77.3523,-1502.0
90.2732,100.915,-1502.0
113.648,115.16799999999999,-1502.0
111.191,120.206,-1502.0
123.445,113.723,-1502.0
111.09899999999999,114.24600000000001,-1502.0
83.675,84.2054,-1502.0
95.6384,106.846,-1502.0
94.1667,94.5556,-1502.0
71.3714,77.1443,-1498.0
81.8685,111.54299999999999,-1498.0
112.697,130.746,-1498.0
75.167,87.3504,-1498.0
95.3664,106.588,-1498.0
62.2482,86.8982,-1498.0
83.9088,102.02600000000001,-1498.0
90.0113,100.68700000000001,-1498.0
80.057,94.9611,-1498.0
71.9829,91.9686,-1498.0
37.0749,69.8275,-1502.0
39.4227,59.0209,-1502.0
38.6173,63.8311,-1502.0
27.4756,55.9845,-1502.0
35.9164,44.0169,-1502.0
39.3142,66.2123,-1502.0
34.3347,70.9095,-1502.0
47.056999999999995,61.3355,-1502.0
32.6011,47.6978,-1502.0
30.0548,53.398999999999994,-1502.0
46.6812,85.3156,-1502.0
47.4334,78.9832,-1502.0
45.0202,65.4758,-1502.0
40.1029,78.7913,-1502.0
41.7992,79.0713,-1502.0
37.9008,47.1595,-1502.0
40.6615,51.6646,-1502.0
36.2275,65.0031,-1502.0
94.1085,136.629,-1502.0
101.19,136.882,-1502.0
82.0639,111.88,-1502.0
72.1636,92.2074,-1502.0
60.4974,101.631,-1502.0
62.3646,87.1925,-1502.0
64.0654,91.9757,-1502.0
105.601,140.577,-1502.0
65.2809,104.01299999999999,-1502.0
86.4338,131.796,-1502.0
80.2253,130.012,-1502.0
65.1963,101.277,-1498.0
86.5959,148.945,-1498.0
67.7322,130.799,-1498.0
60.3265,101.37100000000001,-1498.0
78.431,143.679,-1498.0
72.4848,138.201,-1498.0
82.0734,155.005,-1498.0
61.6004,109.431,-1498.0
65.1293,103.726,-1498.0
76.5839,148.438,-1498.0
38.4163,86.4083,-1497.5
41.631,78.8825,-1497.5
18.1746,56.8776,-1497.5
29.9688,53.2099,-1497.5
27.3817,55.8487,-1497.5
21.1954,62.0801,-1497.5
32.6769,68.0596,-1497.5
27.963,79.8558,-1497.5
35.8965,83.0689,-1497.5
39.9628,78.5993,-1497.5
32.7731,96.4332,-1497.5
15.5514,56.6855,-1497.5
34.2303,70.6843,-1497.5
37.0235,69.5882,-1497.5
30.861,91.4251,-1497.5
69.6944,147.754,-1502.0
38.8265,96.7843,-1502.0
52.2379,120.598,-1502.0
42.5951,102.596,-1502.0
46.2591,108.419,-1502.0
36.8498,97.7542,-1502.0
67.6354,153.86,-1502.0
63.1516,160.912,-1502.0
63.2893,151.197,-1502.0
38.099000000000004,109.345,-1498.0
36.7193,97.5193,-1498.0
39.3785,130.155,-1498.0
29.6695,108.975,-1498.0
39.9463,139.401,-1498.0
32.2704,102.025,-1498.0
42.4869,102.29799999999999,-1498.0
39.7464,132.421,-1498.0
13.1173,59.0282,-1502.5
6.15097,41.5773,-1502.5
9.17896,70.0393,-1502.5
21.2515,62.2816,-1502.5
15.5826,56.8744,-1502.5
16.6435,83.9968,-1502.5
26.5113,96.82700000000001,-1502.5
18.246,57.0448,-1502.5
39.8678,166.778,-1502.0
23.5066,133.466,-1502.0
22.8711,116.569,-1502.0
29.7372,109.292,-1502.0
40.0688,139.787,-1502.0
39.8383,132.80200000000002,-1502.0
22.0521,116.60700000000001,-1502.0
39.6592,151.477,-1502.0
24.2645,114.195,-1502.0
7.21663,81.1809,-1498.0
6.45413,86.1498,-1498.0
1.69209,58.1434,-1498.0
9.48044,62.5769,-1498.0
2.12131,101.196,-1498.0
2.0933599999999997,64.5165,-1498.0
-2.3012900000000003,59.0219,-1498.0
-0.9497629999999999,89.5774,-1498.0
7.083710000000001,77.5802,-1498.0
6.78052,92.2088,-1498.0
2.57682,77.0322,-1498.0
1.27536,84.0747,-1498.0
2.34217,54.9324,-1498.0
9.12974,69.80199999999999,-1498.0
8.890369999999999,73.7705,-1498.0
3.52909,74.4746,-1498.0
-0.674288,95.6268,-1498.0
1.07595,94.9238,-1498.0
-1.77662,63.7766,-1498.0
3.81152,88.8969,-1498.0
24.1891,113.87200000000001,-1498.0
22.8085,116.28,-1498.0
22.0059,116.316,-1498.0
11.4531,107.98100000000001,-1498.0
23.4406,133.116,-1498.0
21.9077,136.965,-1498.0
20.4816,107.405,-1498.0
6.53817,108.398,-1502.0
1.8749799999999999,129.873,-1502.0
10.7631,168.385,-1502.0
11.4881,108.28200000000001,-1502.0
7.44785,115.08200000000001,-1502.0
5.34183,143.149,-1502.0
5.67689,160.14,-1502.0
-3.04153,114.47200000000001,-1502.0
6.74816,128.097,-1502.0
2.10859,152.105,-1502.0
9.99128,156.342,-1502.0
-9.08243,101.065,-1502.0
1.26678,84.2748,-1502.0
-7.479439999999999,47.5583,-1502.0
1.7055799999999999,58.3065,-1502.0
-8.1091,82.3245,-1502.0
-2.2744,59.1696,-1502.0
-1.7977400000000001,63.9467,-1502.0
-4.14354,61.8891,-1502.0
-8.4263,58.9521,-1502.0
-9.24709,70.0184,-1502.0
-13.1128,82.1752,-1502.0
-10.8595,85.4081,-1502.0
2.1047700000000003,64.7052,-1502.0
-13.772,83.8126,-1502.0
-0.702368,95.9124,-1502.0
-8.36048,82.3322,-1502.0
-0.973881,89.8032,-1502.0
2.31115,55.073,-1502.0
-15.7209,98.7445,-1502.0
-7.8465,57.3204,-1502.0
-6.33265,161.333,-1498.0
-8.27706,167.662,-1498.0
-4.30376,120.696,-1498.0
-8.15902,162.944,-1498.0
-8.7133,164.106,-1498.0
-5.02779,159.092,-1498.0
-13.2822,169.82299999999998,-1498.0
-5.498130000000001,111.431,-1498.0
0.608118,141.756,-1498.0
-8.796710000000001,141.01,-1498.0
-14.2803,150.273,-1498.0
-3.05012,114.15100000000001,-1498.0
1.84585,129.50799999999998,-1498.0
-2.5273,150.47799999999998,-1498.0
-12.2441,136.701,-1498.0
-8.68093,112.522,-1498.0
0.369041,158.327,-1498.0
-24.0615,138.291,-1502.0
-23.9642,136.50799999999998,-1502.0
-22.6973,124.53,-1502.0
-8.6919,112.796,-1502.0
-21.7261,120.463,-1502.0
-15.7871,123.851,-1502.0
-15.3408,141.459,-1502.0
-14.2789,150.67700000000002,-1502.0
-17.301,112.62700000000001,-1502.0
-26.9575,171.979,-1502.0
-13.106,81.8987,-1497.5
-15.6406,98.4534,-1497.5
-7.83805,57.1718,-1497.5
-16.3657,64.8481,-1497.5
-21.2645,72.402,-1497.5
-14.4765,63.6189,-1497.5
-26.2995,86.7348,-1497.5
-24.6307,87.4945,-1497.5
-14.8405,54.8543,-1497.5
-7.48872,47.3636,-1497.5
-15.0337,63.3695,-1497.5
-9.17505,69.8088,-1497.5
-17.9572,74.9113,-1497.5
-24.5574,97.4697,-1497.5
-19.262,55.0655,-1497.5
-18.3165,77.0434,-1497.5
-8.37785,58.7776,-1497.5
-28.5499,83.9002,-1497.5
-21.6655,120.147,-1498.0
-26.6134,104.309,-1498.0
-22.6113,124.2,-1498.0
-23.8814,136.15200000000002,-1498.0
-23.9886,137.918,-1498.0
-33.510999999999996,129.268,-1498.0
-33.9801,170.79,-1498.0
-34.7842,136.428,-1498.0
-22.8879,105.066,-1498.0
-35.7813,66.3279,-1502.5
-29.4885,71.1263,-1502.5
-29.8415,55.9077,-1502.5
-32.7943,57.81,-1502.5
-14.9088,55.0034,-1502.5
-44.361999999999995,90.9632,-1502.5
-21.2996,72.6534,-1502.5
-35.9233,71.5051,-1502.5
-29.9775,66.2965,-1502.5
-33.4952,93.2116,-1502.5
-29.5234,57.2302,-1502.5
-28.9048,62.6616,-1502.5
-31.6263,75.1115,-1502.5
-28.6289,84.2072,-1502.5
-19.3362,55.2396,-1502.5
-31.4007,58.8879,-1502.5
-22.0998,51.7204,-1502.5
-37.0663,86.0235,-1502.5
-27.6689,59.1551,-1502.5
-28.5829,77.9552,-1502.5
-26.6958,104.587,-1502.0
-61.8833,162.93200000000002,-1502.0
-47.3622,141.96,-1502.0
-39.0588,115.51299999999999,-1502.0
-48.6292,119.995,-1502.0
-42.9539,134.687,-1502.0
-40.2629,129.96200000000002,-1502.0
-40.0138,130.477,-1502.0
-48.4935,119.66799999999999,-1498.0
-52.1016,99.6166,-1498.0
-65.2687,137.359,-1498.0
-77.6771,156.054,-1498.0
-50.4108,120.04899999999999,-1498.0
-73.1476,146.291,-1498.0
-58.7402,140.562,-1498.0
-54.1539,131.25,-1498.0
-65.8283,154.565,-1498.0
-58.2031,137.641,-1498.0
-36.9096,47.1687,-1498.0
-46.873000000000005,72.1357,-1498.0
-45.6428,80.0804,-1498.0
-43.6665,58.0036,-1498.0
-31.3161,58.7109,-1498.0
-29.4554,57.0143,-1498.0
-35.0809,47.6296,-1498.0
-36.3709,51.4571,-1498.0
-29.7778,55.7222,-1498.0
-42.3343,57.0737,-1498.0
-39.2368,50.2008,-1498.0
-40.9541,51.0894,-1498.0
-52.8138,84.9881,-1498.0
-27.5486,58.9745,-1498.0
-35.7352,46.305,-1498.0
-22.0465,51.5269,-1498.0
-46.8998,70.0742,-1498.0
-37.0517,49.9844,-1498.0
-52.5933,80.1826,-1498.0
-32.9198,45.5234,-1498.0
-35.6423,66.1534,-1498.0
-35.8326,71.2486,-1498.0
-47.9088,83.9696,-1498.0
-31.1067,49.2783,-1498.0
-28.8195,62.4838,-1498.0
-47.6255,63.8899,-1498.0
-32.648,57.6308,-1498.0
-30.9772,45.5263,-1498.0
-73.3172,146.683,-1502.0
-77.815,156.505,-1502.0
-69.6676,116.90799999999999,-1502.0
-82.6003,136.511,-1502.0
-91.5128,148.73,-1502.0
-52.2651,99.8448,-1502.0
-60.9086,106.012,-1502.0
-81.33,148.019,-1502.0
-70.9837,89.3589,-1498.0
-85.7801,131.372,-1498.0
-75.6505,115.523,-1498.0
-72.6382,96.2623,-1498.0
-49.5212,55.6337,-1502.0
-56.7624,58.03,-1502.0
-35.1743,47.7663,-1502.0
-31.2061,49.4332,-1502.0
-40.6009,46.8062,-1502.0
-47.7478,64.0278,-1502.0
-61.093999999999994,62.0238,-1502.0
-60.4508,69.9705,-1502.0
-43.7897,58.1617,-1502.0
-59.2834,59.8269,-1502.0
-56.3946,53.6419,-1502.0
-62.5339,74.2572,-1502.0
-48.0667,55.4705,-1502.0
-42.4247,57.2563,-1502.0
-61.153999999999996,65.7895,-1502.0
-41.0863,51.2239,-1502.0
-70.0166,72.0089,-1502.0
-36.4485,51.5679,-1502.0
-61.7985,63.0027,-1502.0
-31.0291,45.6846,-1502.0
-35.8545,46.4071,-1502.0
-56.1653,62.1042,-1502.0
-58.4602,64.7911,-1502.0
-45.4183,45.7486,-1502.0
-56.8007,65.5427,-1502.0
-37.1835,50.1188,-1502.0
-42.1378,37.7503,-1502.0
-33.0436,45.6565,-1502.0
-52.4544,65.0732,-1502.0
-39.347,50.3423,-1502.0
-42.9564,37.9388,-1502.0
-37.0149,47.3038,-1502.0
-56.1995,65.3008,-1502.0
-112.889,123.073,-1502.0
-75.8255,84.6214,-1502.0
-112.955,134.579,-1502.0
-84.7869,105.245,-1502.0
-106.588,137.399,-1502.0
-72.2881,78.5614,-1502.0
-96.4756,110.82,-1502.0
-68.8399,79.8092,-1502.0
-72.8007,96.5538,-1502.0
-111.015,130.925,-1502.0
-100.262,117.18,-1502.0
-113.785,134.247,-1502.0
-94.7504,88.4225,-1498.0
-109.419,99.9088,-1498.0
-121.41,111.97,-1498.0
-109.68299999999999,107.177,-1498.0
-76.4575,75.7857,-1498.0
-68.6888,79.5429,-1498.0
-75.6077,84.4111,-1498.0
-112.527,122.816,-1498.0
-103.744,97.6271,-1498.0
-119.375,124.25399999999999,-1498.0
-98.2885,103.8,-1498.0
-116.13799999999999,108.819,-1498.0
-64.1713,59.0164,-1497.5
-61.5886,62.8264,-1497.5
-47.2132,30.6251,-1497.5
-67.4738,56.5431,-1497.5
-61.9841,44.4243,-1497.5
-41.963,37.6481,-1497.5
-44.6985,32.3569,-1497.5
-62.6811,59.0252,-1497.5
-59.1414,59.6185,-1497.5
-30.3652,21.6274,-1497.5
-46.8293,35.4918,-1497.5
-53.1996,36.3298,-1497.5
-67.425,65.5098,-1497.5
-56.5941,57.8374,-1497.5
-56.5365,45.9524,-1497.5
-74.8916,62.483999999999995,-1497.5
-71.9865,50.4685,-1497.5
-42.8169,37.8513,-1497.5
-69.5247,64.8702,-1497.5
-73.4996,51.8265,-1497.5
-24.4094,20.9706,-1497.5
-56.9553,42.4306,-1497.5
-60.9546,61.8246,-1497.5
-45.2853,45.6144,-1497.5
-54.4547,36.2839,-1497.5
-60.193999999999996,41.8433,-1497.5
-58.5698,49.2014,-1497.5
-95.3133,70.1458,-1502.0
-107.249,90.6505,-1502.0
-94.4106,70.7611,-1502.0
-120.551,89.67299999999999,-1502.0
-88.709,72.2007,-1502.0
-117.354,100.406,-1502.0
-95.0017,88.6696,-1502.0
-131.108,106.368,-1502.0
-92.3879,70.9482,-1502.0
-77.3666,48.026,-1502.5
-81.6047,43.5862,-1502.5
-73.7079,52.0586,-1502.5
-54.6693,36.4042,-1502.5
-72.2164,50.6169,-1502.5
-53.4002,36.4298,-1502.5
-62.1785,44.5829,-1502.5
-60.3954,42.0242,-1502.5
-78.8194,50.4997,-1502.5
-44.856,32.5017,-1502.5
-46.972,35.6162,-1502.5
-57.1356,42.6068,-1502.5
-56.8342,27.058000000000003,-1502.5
-47.4003,30.7182,-1502.5
-52.3256,27.7624,-1502.5
-55.4094,27.7682,-1502.5
-57.4124,31.9278,-1502.5
-63.32,34.8442,-1502.5
-79.9354,50.8317,-1502.5
-93.9433,59.8375,-1498.0
-134.64700000000002,85.3567,-1498.0
-94.1572,70.5901,-1498.0
-146.72899999999998,91.4686,-1498.0
-120.20100000000001,89.461,-1498.0
-132.97,95.0563,-1498.0
-129.714,94.5231,-1498.0
-120.64299999999999,87.8847,-1498.0
-131.703,95.9461,-1498.0
-143.386,100.919,-1498.0
-138.012,96.9949,-1498.0
-92.1635,64.464,-1498.0
-130.045,65.5378,-1502.0
-94.1972,59.9936,-1502.0
-94.1757,53.68600000000001,-1502.0
-96.3631,45.5182,-1502.0
-92.3117,49.8434,-1502.0
-97.9011,55.7039,-1502.0
-137.12,66.9034,-1502.0
-147.507,76.4922,-1502.0
-113.94,57.4261,-1502.0
-154.036,79.8737,-1502.0
-102.25299999999999,47.6544,-1502.0
-100.17200000000001,53.4772,-1502.0
-100.109,46.4231,-1502.0
-57.2389,31.8541,-1498.0
-60.0379,24.9497,-1498.0
-56.7018,26.9773,-1498.0
-51.8437,18.7413,-1498.0
-55.2551,27.677,-1498.0
-74.1997,26.9191,-1498.0
-91.4202,40.6005,-1498.0
-78.9435,33.1054,-1498.0
-67.3924,26.1559,-1498.0
-60.4386,25.8733,-1498.0
-59.7046,26.4893,-1498.0
-53.4292,19.8851,-1498.0
-70.6876,24.8149,-1498.0
-54.4098,13.6887,-1498.0
-62.801,21.1152,-1498.0
-74.1355,27.3796,-1498.0
-57.9054,15.8402,-1498.0
-63.095,34.7669,-1498.0
-136.806,66.4453,-1498.0
-129.689,65.3797,-1498.0
-135.42,62.1168,-1498.0
-136.756,66.7512,-1498.0
-99.8321,46.3484,-1498.0
-126.14299999999999,53.0469,-1498.0
-104.068,45.7048,-1498.0
-143.881,55.9052,-1498.0
-96.0616,45.4488,-1498.0
-92.0791,49.7027,-1498.0
-113.646,57.2579,-1498.0
-103.557,37.7724,-1498.0
-136.509,53.1966,-1498.0
-106.14299999999999,49.2291,-1498.0
-101.964,47.5084,-1498.0
-154.421,65.0406,-1498.0
-147.166,69.2161,-1498.0
-122.079,36.196999999999996,-1502.0
-164.207,47.6276,-1502.0
-150.05700000000002,49.5821,-1502.0
-160.746,53.9556,-1502.0
-144.27100000000002,56.0276,-1502.0
-117.523,37.0431,-1502.0
-146.417,52.1591,-1502.0
-136.868,53.3352,-1502.0
-91.7013,19.2645,-1502.0
-65.8654,10.9022,-1502.0
-63.4007,6.71103,-1502.0
-67.7724,9.81742,-1502.0
-70.9016,24.8636,-1502.0
-73.1616,18.7729,-1502.0
-65.2377,7.97479,-1502.0
-99.1541,17.3001,-1502.0
-58.0225,15.9097,-1502.0
-53.574,19.9323,-1502.0
-62.9964,21.166,-1502.0
-94.8139,25.3081,-1502.0
-90.7616,21.25,-1502.0
-51.9988,18.7829,-1502.0
-54.5408,13.7368,-1502.0
-147.332,36.5783,-1498.0
-141.234,28.6209,-1498.0
-121.73299999999999,36.1561,-1498.0
-147.691,26.133000000000003,-1498.0
-131.58700000000002,24.8624,-1498.0
-120.39399999999999,20.3292,-1498.0
-104.36200000000001,24.1606,-1498.0
-162.542,39.3698,-1498.0
-64.7601,-2.80262,-1497.5
-88.8258,6.865360000000001,-1497.5
-65.6756,10.8613,-1497.5
-79.7266,2.0365599999999997,-1497.5
-78.2384,3.02283,-1497.5
-67.564,9.756089999999999,-1497.5
-79.7559,5.24876,-1497.5
-74.4246,3.4465,-1497.5
-65.0422,7.9526699999999995,-1497.5
-100.331,11.2315,-1497.5
-86.6146,4.13344,-1497.5
-64.1588,4.12155,-1497.5
-57.0897,1.4587,-1497.5
-58.0317,-0.47334799999999994,-1497.5
-63.2219,6.706,-1497.5
-84.0171,8.89433,-1497.5
-123.845,20.2795,-1502.0
-169.298,16.2202,-1502.0
-148.075,26.1331 -1502.0
-172.99200000000002,17.2907,-1502.0
-134.299,11.2652,-1502.0
-120.712,20.3473,-1502.0
-161.05200000000002,15.7242,-1502.0
-131.941,24.9427,-1502.0
-150.172,2.31294,-1498.0
-162.762,1.14311,-1498.0
-170.088,15.1965,-1498.0
-106.331,-3.01748,-1498.0
-104.698,6.18255,-1498.0
-134.727,-0.253096,-1498.0
-168.856,16.1906,-1498.0
